"","workerid","noun","nounclass","makesSense","condition","predicateposition","predicate","correctresponse","correctclass"
"926",60,"table","furniture",1,"both","rightpredicate1","hard",0.93,"texture"
"927",60,"table","furniture",1,"both","rightpredicate1","hard",0.95,"texture"
"928",60,"tomato","food",1,"both","rightpredicate1","yellow",0.54,"color"
"929",60,"chair","furniture",1,"both","rightpredicate1","dry",0.9,"texture"
"930",60,"chair","furniture",1,"both","rightpredicate1","blue",0.02,"color"
"931",60,"tomato","food",1,"both","rightpredicate1","plastic",0.01,"material"
"932",60,"bed","furniture",1,"both","rightpredicate1","big",0.02,"size"
"933",60,"table","furniture",1,"both","rightpredicate1","long",0.49,"size"
"934",60,"apple","food",1,"both","rightpredicate1","red",0.02,"color"
"935",60,"bed","furniture",1,"both","rightpredicate1","blue",0.67,"color"
"936",60,"chair","furniture",1,"both","rightpredicate1","wooden",0.03,"material"
"937",60,"tomato","food",1,"both","rightpredicate1","hard",0.02,"texture"
"938",60,"couch","furniture",1,"both","rightpredicate1","good",0.99,"quality"
"939",60,"table","furniture",1,"both","rightpredicate1","small",0.02,"size"
"940",63,"box","furniture",1,"both","rightpredicate1","fresh",0.23,"age"
"941",63,"tomato","food",1,"both","rightpredicate1","plastic",0.23,"material"
"942",63,"apple","food",1,"both","rightpredicate1","big",0.84,"size"
"943",63,"apple","food",1,"both","rightpredicate1","purple",0.23,"color"
"944",63,"table","furniture",1,"both","rightpredicate1","soft",0.86,"texture"
"945",63,"potato","food",1,"both","rightpredicate1","metal",0.19,"material"
"946",63,"table","furniture",1,"both","rightpredicate1","light",0.2,"size"
"947",63,"couch","furniture",1,"both","rightpredicate1","yellow",0.86,"color"
"948",63,"couch","furniture",1,"both","rightpredicate1","long",0.88,"size"
"949",63,"cheese","food",1,"both","rightpredicate1","red",0.19,"color"
"950",63,"cheese","food",1,"both","rightpredicate1","dry",0.2,"texture"
"951",63,"tomato","food",1,"both","rightpredicate1","dry",0.32,"texture"
"952",63,"apple","food",1,"both","rightpredicate1","fresh",0.01,"age"
"953",63,"box","furniture",1,"both","rightpredicate1","bad",0.73,"quality"
"954",63,"box","furniture",1,"both","rightpredicate1","purple",0.21,"color"
"955",75,"apple","food",1,"both","rightpredicate1","red",1,"color"
"956",75,"tomato","food",1,"both","rightpredicate1","green",1,"color"
"957",75,"tomato","food",1,"both","rightpredicate1","hard",0,"texture"
"958",75,"cheese","food",1,"both","rightpredicate1","purple",0,"color"
"959",75,"box","furniture",1,"both","rightpredicate1","brown",0,"color"
"960",75,"couch","furniture",1,"both","rightpredicate1","brown",0,"color"
"961",75,"table","furniture",1,"both","rightpredicate1","square",1,"shape"
"962",75,"apple","food",1,"both","rightpredicate1","heavy",0,"size"
"963",75,"watermelon","food",1,"both","rightpredicate1","long",1,"size"
"964",75,"cheese","food",1,"both","rightpredicate1","good",1,"quality"
"965",75,"bed","furniture",1,"both","rightpredicate1","heavy",1,"size"
"966",75,"watermelon","food",1,"both","rightpredicate1","soft",0,"texture"
"967",75,"bed","furniture",1,"both","rightpredicate1","wooden",0.04,"material"
"968",75,"potato","food",1,"both","rightpredicate1","heavy",0.03,"size"
"969",75,"bed","furniture",1,"both","rightpredicate1","rotten",0,"age"
"970",75,"potato","food",1,"both","rightpredicate1","fresh",0,"age"
"971",75,"cheese","food",1,"both","rightpredicate1","round",0,"shape"
"972",75,"bed","furniture",1,"both","rightpredicate1","good",1,"quality"
"973",75,"tomato","food",1,"both","rightpredicate1","blue",1,"color"
"974",75,"watermelon","food",1,"both","rightpredicate1","heavy",1,"size"
"975",75,"table","furniture",1,"both","rightpredicate1","yellow",1,"color"
"976",75,"watermelon","food",1,"both","rightpredicate1","hard",1,"texture"
"977",75,"table","furniture",1,"both","rightpredicate1","good",1,"quality"
"978",75,"couch","furniture",1,"both","rightpredicate1","yellow",1,"color"
"979",75,"bed","furniture",1,"both","rightpredicate1","red",1,"color"
"980",75,"couch","furniture",1,"both","rightpredicate1","green",0.99,"color"
"981",76,"apple","food",1,"both","rightpredicate1","soft",0.2,"texture"
"982",76,"box","furniture",1,"both","rightpredicate1","wooden",0.16,"material"
"983",76,"chair","furniture",1,"both","rightpredicate1","new",0.91,"age"
"984",76,"table","furniture",1,"both","rightpredicate1","red",0.13,"color"
"985",76,"chair","furniture",1,"both","rightpredicate1","hard",0.1,"texture"
"986",76,"potato","food",1,"both","rightpredicate1","fresh",0.08,"age"
"987",76,"table","furniture",1,"both","rightpredicate1","bad",0.94,"quality"
"988",76,"bed","furniture",1,"both","rightpredicate1","old",0.92,"age"
"989",76,"chair","furniture",1,"both","rightpredicate1","green",0.1,"color"
"990",76,"cheese","food",1,"both","rightpredicate1","dry",0.95,"texture"
"991",83,"table","furniture",1,"both","rightpredicate1","square",0.42,"shape"
"992",83,"couch","furniture",1,"both","rightpredicate1","short",0.89,"size"
"993",83,"table","furniture",1,"both","rightpredicate1","good",0.97,"quality"
"994",83,"potato","food",1,"both","rightpredicate1","purple",0,"color"
"995",83,"watermelon","food",1,"both","rightpredicate1","yellow",0.02,"color"
"996",83,"box","furniture",1,"both","rightpredicate1","purple",0.82,"color"
"997",83,"cheese","food",1,"both","rightpredicate1","yellow",0.67,"color"
"998",83,"couch","furniture",1,"both","rightpredicate1","dry",0.77,"texture"
"999",83,"box","furniture",1,"both","rightpredicate1","fresh",0.72,"age"
"1000",83,"watermelon","food",1,"both","rightpredicate1","bad",0.73,"quality"
"1001",83,"box","furniture",1,"both","rightpredicate1","purple",0.81,"color"
"1002",83,"cheese","food",1,"both","rightpredicate1","plastic",0.79,"material"
"1003",83,"cheese","food",1,"both","rightpredicate1","plastic",0.84,"material"
"1004",83,"apple","food",1,"both","rightpredicate1","red",0.29,"color"
"1005",83,"couch","furniture",1,"both","rightpredicate1","blue",0.65,"color"
"1006",83,"chair","furniture",1,"both","rightpredicate1","short",0.69,"size"
"1007",83,"watermelon","food",1,"both","rightpredicate1","old",0.66,"age"
"1008",84,"watermelon","food",1,"both","rightpredicate1","yellow",0.19,"color"
"1009",84,"box","furniture",1,"both","rightpredicate1","metal",0.16,"material"
"1010",84,"cheese","food",1,"both","rightpredicate1","dry",0.87,"texture"
"1011",84,"potato","food",1,"both","rightpredicate1","small",0.91,"size"
"1012",84,"tomato","food",1,"both","rightpredicate1","metal",0.18,"material"
"1013",84,"apple","food",1,"both","rightpredicate1","dry",0.92,"texture"
"1014",84,"couch","furniture",1,"both","rightpredicate1","plastic",0.13,"material"
"1015",84,"cheese","food",1,"both","rightpredicate1","purple",0.12,"color"
"1016",84,"tomato","food",1,"both","rightpredicate1","square",0.14,"shape"
"1017",84,"couch","furniture",1,"both","rightpredicate1","purple",0.92,"color"
"1018",84,"watermelon","food",1,"both","rightpredicate1","fresh",0.84,"age"
"1019",84,"potato","food",1,"both","rightpredicate1","big",0.14,"size"
"1020",84,"chair","furniture",1,"both","rightpredicate1","soft",0.89,"texture"
"1021",84,"watermelon","food",1,"both","rightpredicate1","round",0.86,"shape"
"1022",84,"apple","food",1,"both","rightpredicate1","fresh",0.9,"age"
"1023",84,"couch","furniture",1,"both","rightpredicate1","brown",0.11,"color"
"1024",84,"box","furniture",1,"both","rightpredicate1","fresh",0.14,"age"
"1025",84,"couch","furniture",1,"both","rightpredicate1","short",0.9,"size"
"1026",84,"cheese","food",1,"both","rightpredicate1","round",0.86,"shape"
"1027",84,"watermelon","food",1,"both","rightpredicate1","short",0.12,"size"
"1028",84,"watermelon","food",1,"both","rightpredicate1","good",0.92,"quality"
"1029",84,"apple","food",1,"both","rightpredicate1","heavy",0.86,"size"
"1030",84,"apple","food",1,"both","rightpredicate1","small",0.9,"size"
"1031",84,"watermelon","food",1,"both","rightpredicate1","bad",0.89,"quality"
"1032",84,"box","furniture",1,"both","rightpredicate1","wooden",0.16,"material"
"1033",84,"potato","food",1,"both","rightpredicate1","short",0.15,"size"
"1034",97,"chair","furniture",1,"both","rightpredicate1","new",0.62,"age"
"1035",97,"tomato","food",1,"both","rightpredicate1","short",0.61,"size"
"1036",97,"watermelon","food",1,"both","rightpredicate1","light",0.35,"size"
"1037",97,"potato","food",1,"both","rightpredicate1","good",0.5,"quality"
"1038",97,"couch","furniture",1,"both","rightpredicate1","yellow",0.68,"color"
"1039",97,"cheese","food",1,"both","rightpredicate1","blue",0.69,"color"
"1040",97,"apple","food",1,"both","rightpredicate1","metal",0.39,"material"
"1041",97,"watermelon","food",1,"both","rightpredicate1","red",0.69,"color"
"1042",97,"potato","food",1,"both","rightpredicate1","light",0.38,"size"
"1043",97,"potato","food",1,"both","rightpredicate1","soft",0.6,"texture"
"1044",97,"tomato","food",1,"both","rightpredicate1","new",0.34,"age"
"1045",97,"couch","furniture",1,"both","rightpredicate1","big",0.58,"size"
"1046",97,"couch","furniture",1,"both","rightpredicate1","yellow",0.63,"color"
"1047",97,"apple","food",1,"both","rightpredicate1","old",0.76,"age"
"1048",99,"tomato","food",1,"both","rightpredicate1","hard",0.35,"texture"
"1049",99,"potato","food",1,"both","rightpredicate1","wooden",0.25,"material"
"1050",99,"apple","food",1,"both","rightpredicate1","red",0.77,"color"
"1051",99,"tomato","food",1,"both","rightpredicate1","purple",0.62,"color"
"1052",99,"potato","food",1,"both","rightpredicate1","plastic",0.63,"material"
"1053",99,"couch","furniture",1,"both","rightpredicate1","red",0.6,"color"
"1054",99,"potato","food",1,"both","rightpredicate1","plastic",0.46,"material"
"1055",99,"couch","furniture",1,"both","rightpredicate1","new",0.69,"age"
"1056",99,"bed","furniture",1,"both","rightpredicate1","green",0.38,"color"
"1057",99,"cheese","food",1,"both","rightpredicate1","wooden",0.62,"material"
"1058",99,"tomato","food",1,"both","rightpredicate1","red",0.65,"color"
"1059",99,"chair","furniture",1,"both","rightpredicate1","heavy",0.4,"size"
"1060",99,"couch","furniture",1,"both","rightpredicate1","square",0.36,"shape"
"1061",99,"cheese","food",1,"both","rightpredicate1","rotten",0.44,"age"
"1062",99,"cheese","food",1,"both","rightpredicate1","big",0.59,"size"
"1063",99,"bed","furniture",1,"both","rightpredicate1","good",0.6,"quality"
"1064",99,"tomato","food",1,"both","rightpredicate1","purple",0.62,"color"
"1065",99,"bed","furniture",1,"both","rightpredicate1","brown",0.6,"color"
"1066",99,"watermelon","food",1,"both","rightpredicate1","bad",0.59,"quality"
"1067",99,"bed","furniture",1,"both","rightpredicate1","big",0.58,"size"
"1068",99,"potato","food",1,"both","rightpredicate1","dry",0.36,"texture"
"1069",99,"potato","food",1,"both","rightpredicate1","new",0.62,"age"
"1070",101,"watermelon","food",1,"both","rightpredicate1","blue",0.04,"color"
"1071",101,"chair","furniture",1,"both","rightpredicate1","old",0.99,"age"
"1072",101,"table","furniture",1,"both","rightpredicate1","heavy",0.01,"size"
"1073",101,"chair","furniture",1,"both","rightpredicate1","metal",0.01,"material"
"1074",101,"couch","furniture",1,"both","rightpredicate1","green",0.95,"color"
"1075",101,"box","furniture",1,"both","rightpredicate1","round",0.71,"shape"
"1076",101,"table","furniture",1,"both","rightpredicate1","blue",0.26,"color"
"1077",101,"table","furniture",1,"both","rightpredicate1","heavy",0.64,"size"
"1078",101,"table","furniture",1,"both","rightpredicate1","bad",0.68,"quality"
"1079",101,"couch","furniture",1,"both","rightpredicate1","hard",0.72,"texture"
"1080",101,"box","furniture",1,"both","rightpredicate1","big",0.66,"size"
"1081",101,"table","furniture",1,"both","rightpredicate1","long",0.72,"size"
"1082",101,"cheese","food",1,"both","rightpredicate1","light",0.63,"size"
"1083",101,"table","furniture",1,"both","rightpredicate1","brown",0.24,"color"
"1084",101,"bed","furniture",1,"both","rightpredicate1","plastic",0.71,"material"
"1085",101,"bed","furniture",1,"both","rightpredicate1","red",0.66,"color"
"1086",101,"chair","furniture",1,"both","rightpredicate1","blue",0.65,"color"
"1087",110,"couch","furniture",1,"both","rightpredicate1","square",0.05,"shape"
"1088",110,"watermelon","food",1,"both","rightpredicate1","red",0.04,"color"
"1089",110,"apple","food",1,"both","rightpredicate1","soft",0.03,"texture"
"1090",110,"watermelon","food",1,"both","rightpredicate1","heavy",0.02,"size"
"1091",110,"box","furniture",1,"both","rightpredicate1","small",0.01,"size"
"1092",110,"watermelon","food",1,"both","rightpredicate1","blue",0.97,"color"
"1093",110,"table","furniture",1,"both","rightpredicate1","purple",0.97,"color"
"1094",110,"tomato","food",1,"both","rightpredicate1","good",0.0600000000000001,"quality"
"1095",110,"tomato","food",1,"both","rightpredicate1","dry",1,"texture"
"1096",110,"chair","furniture",1,"both","rightpredicate1","small",0.97,"size"
"1097",110,"potato","food",1,"both","rightpredicate1","fresh",0.98,"age"
"1098",110,"apple","food",1,"both","rightpredicate1","bad",0.03,"quality"
"1099",110,"potato","food",1,"both","rightpredicate1","yellow",1,"color"
"1100",110,"box","furniture",1,"both","rightpredicate1","bad",0.03,"quality"
"1101",110,"watermelon","food",1,"both","rightpredicate1","square",0.98,"shape"
"1102",110,"chair","furniture",1,"both","rightpredicate1","green",1,"color"
"1103",110,"chair","furniture",1,"both","rightpredicate1","plastic",0.03,"material"
"1104",110,"tomato","food",1,"both","rightpredicate1","heavy",0.03,"size"
"1105",110,"table","furniture",1,"both","rightpredicate1","new",0.99,"age"
"1106",111,"box","furniture",1,"both","rightpredicate1","rotten",0.96,"age"
"1107",111,"watermelon","food",1,"both","rightpredicate1","rotten",0.98,"age"
"1108",111,"chair","furniture",1,"both","rightpredicate1","small",1,"size"
"1109",111,"table","furniture",1,"both","rightpredicate1","big",0.02,"size"
"1110",111,"potato","food",1,"both","rightpredicate1","square",0.01,"shape"
"1111",111,"tomato","food",1,"both","rightpredicate1","purple",0.99,"color"
"1112",111,"watermelon","food",1,"both","rightpredicate1","good",0.51,"quality"
"1113",111,"bed","furniture",1,"both","rightpredicate1","round",0.5,"shape"
"1114",111,"potato","food",1,"both","rightpredicate1","green",0.49,"color"
"1115",111,"couch","furniture",1,"both","rightpredicate1","metal",0.27,"material"
"1116",111,"potato","food",1,"both","rightpredicate1","long",0.54,"size"
"1117",111,"watermelon","food",1,"both","rightpredicate1","long",0.5,"size"
"1118",111,"table","furniture",1,"both","rightpredicate1","bad",0.52,"quality"
"1119",111,"apple","food",1,"both","rightpredicate1","brown",0.73,"color"
"1120",111,"apple","food",1,"both","rightpredicate1","purple",0.82,"color"
"1121",111,"bed","furniture",1,"both","rightpredicate1","small",0.21,"size"
"1122",111,"apple","food",1,"both","rightpredicate1","long",0.52,"size"
"1123",111,"watermelon","food",1,"both","rightpredicate1","big",0.49,"size"
"1124",111,"watermelon","food",1,"both","rightpredicate1","wooden",0.5,"material"
"1125",111,"potato","food",1,"both","rightpredicate1","dry",0.54,"texture"
"1126",111,"table","furniture",1,"both","rightpredicate1","round",0.54,"shape"
"1127",111,"chair","furniture",1,"both","rightpredicate1","big",0.51,"size"
"1128",111,"couch","furniture",1,"both","rightpredicate1","big",0.51,"size"
"1129",117,"apple","food",1,"both","rightpredicate1","soft",0.8,"texture"
"1130",117,"chair","furniture",1,"both","rightpredicate1","metal",0.1,"material"
"1131",117,"box","furniture",1,"both","rightpredicate1","rotten",0.97,"age"
"1132",117,"chair","furniture",1,"both","rightpredicate1","hard",0.1,"texture"
"1133",117,"couch","furniture",1,"both","rightpredicate1","red",0.09,"color"
"1134",117,"table","furniture",1,"both","rightpredicate1","red",1,"color"
"1135",117,"cheese","food",1,"both","rightpredicate1","heavy",0,"size"
"1136",117,"box","furniture",1,"both","rightpredicate1","heavy",0,"size"
"1137",117,"bed","furniture",1,"both","rightpredicate1","yellow",0.98,"color"
"1138",117,"bed","furniture",1,"both","rightpredicate1","dry",1,"texture"
"1139",117,"box","furniture",1,"both","rightpredicate1","yellow",0.09,"color"
"1140",117,"box","furniture",1,"both","rightpredicate1","light",0.12,"size"
"1141",117,"cheese","food",1,"both","rightpredicate1","hard",0.09,"texture"
"1142",117,"box","furniture",1,"both","rightpredicate1","heavy",0.95,"size"
"1143",118,"potato","food",1,"both","rightpredicate1","long",0.17,"size"
"1144",118,"watermelon","food",1,"both","rightpredicate1","blue",0.95,"color"
"1145",118,"box","furniture",1,"both","rightpredicate1","wooden",0.08,"material"
"1146",118,"table","furniture",1,"both","rightpredicate1","soft",0.95,"texture"
"1147",118,"apple","food",1,"both","rightpredicate1","new",0.97,"age"
"1148",118,"chair","furniture",1,"both","rightpredicate1","dry",0.04,"texture"
"1149",118,"box","furniture",1,"both","rightpredicate1","fresh",0.95,"age"
"1150",118,"tomato","food",1,"both","rightpredicate1","blue",0.0600000000000001,"color"
"1151",118,"couch","furniture",1,"both","rightpredicate1","heavy",0.95,"size"
"1152",118,"table","furniture",1,"both","rightpredicate1","dry",0.03,"texture"
"1153",118,"chair","furniture",1,"both","rightpredicate1","hard",0.05,"texture"
"1154",118,"box","furniture",1,"both","rightpredicate1","yellow",0.05,"color"
"1155",118,"cheese","food",1,"both","rightpredicate1","dry",0.07,"texture"
"1156",118,"cheese","food",1,"both","rightpredicate1","purple",0.05,"color"
"1157",118,"tomato","food",1,"both","rightpredicate1","metal",0.01,"material"
"1158",118,"cheese","food",1,"both","rightpredicate1","green",0.08,"color"
"1159",118,"couch","furniture",1,"both","rightpredicate1","blue",0.01,"color"
"1160",118,"chair","furniture",1,"both","rightpredicate1","plastic",0.04,"material"
"1161",118,"box","furniture",1,"both","rightpredicate1","yellow",0.1,"color"
"1162",118,"cheese","food",1,"both","rightpredicate1","small",0.07,"size"
"1163",118,"potato","food",1,"both","rightpredicate1","brown",0.93,"color"
"1164",118,"chair","furniture",1,"both","rightpredicate1","wooden",0.07,"material"
"1165",118,"chair","furniture",1,"both","rightpredicate1","good",0.05,"quality"
"1166",119,"couch","furniture",1,"both","rightpredicate1","brown",0,"color"
"1167",119,"box","furniture",1,"both","rightpredicate1","heavy",1,"size"
"1168",119,"table","furniture",1,"both","rightpredicate1","big",1,"size"
"1169",119,"tomato","food",1,"both","rightpredicate1","soft",1,"texture"
"1170",119,"bed","furniture",1,"both","rightpredicate1","small",1,"size"
"1171",119,"chair","furniture",1,"both","rightpredicate1","square",0,"shape"
"1172",119,"couch","furniture",1,"both","rightpredicate1","red",0,"color"
"1173",119,"chair","furniture",1,"both","rightpredicate1","wooden",1,"material"
"1174",119,"couch","furniture",1,"both","rightpredicate1","heavy",1,"size"
"1175",119,"tomato","food",1,"both","rightpredicate1","fresh",1,"age"
"1176",119,"cheese","food",1,"both","rightpredicate1","fresh",0,"age"
"1177",119,"couch","furniture",1,"both","rightpredicate1","purple",0,"color"
"1178",119,"tomato","food",1,"both","rightpredicate1","green",1,"color"
"1179",119,"potato","food",1,"both","rightpredicate1","rotten",1,"age"
"1180",119,"watermelon","food",1,"both","rightpredicate1","small",1,"size"
"1181",119,"chair","furniture",1,"both","rightpredicate1","long",0,"size"
"1182",119,"apple","food",1,"both","rightpredicate1","dry",0,"texture"
"1183",122,"apple","food",1,"both","rightpredicate1","soft",0.1,"texture"
"1184",122,"potato","food",1,"both","rightpredicate1","hard",0.94,"texture"
"1185",122,"table","furniture",1,"both","rightpredicate1","yellow",0.9,"color"
"1186",122,"apple","food",1,"both","rightpredicate1","new",0.9,"age"
"1187",122,"table","furniture",1,"both","rightpredicate1","bad",0.63,"quality"
"1188",122,"chair","furniture",1,"both","rightpredicate1","heavy",0,"size"
"1189",122,"bed","furniture",1,"both","rightpredicate1","small",1,"size"
"1190",122,"cheese","food",1,"both","rightpredicate1","hard",0.02,"texture"
"1191",122,"apple","food",1,"both","rightpredicate1","square",1,"shape"
"1192",122,"table","furniture",1,"both","rightpredicate1","round",1,"shape"
"1193",122,"table","furniture",1,"both","rightpredicate1","yellow",1,"color"
"1194",122,"potato","food",1,"both","rightpredicate1","big",1,"size"
"1195",122,"cheese","food",1,"both","rightpredicate1","soft",1,"texture"
"1196",122,"table","furniture",1,"both","rightpredicate1","red",0,"color"
"1197",122,"box","furniture",1,"both","rightpredicate1","new",1,"age"
"1198",122,"box","furniture",1,"both","rightpredicate1","brown",1,"color"
"1199",122,"tomato","food",1,"both","rightpredicate1","big",0.22,"size"
"1200",122,"watermelon","food",1,"both","rightpredicate1","heavy",0.82,"size"
"1201",122,"box","furniture",1,"both","rightpredicate1","yellow",0.14,"color"
"1202",122,"table","furniture",1,"both","rightpredicate1","red",0.09,"color"
"1203",122,"couch","furniture",1,"both","rightpredicate1","light",1,"size"
"1204",122,"chair","furniture",1,"both","rightpredicate1","new",0.9,"age"
"1205",122,"cheese","food",1,"both","rightpredicate1","plastic",0.11,"material"
"1206",122,"apple","food",1,"both","rightpredicate1","bad",0.14,"quality"
"1207",123,"table","furniture",1,"both","rightpredicate1","round",0.22,"shape"
"1208",123,"chair","furniture",1,"both","rightpredicate1","metal",0,"material"
"1209",123,"couch","furniture",1,"both","rightpredicate1","square",0.84,"shape"
"1210",123,"cheese","food",1,"both","rightpredicate1","hard",0.23,"texture"
"1211",123,"watermelon","food",1,"both","rightpredicate1","plastic",0.13,"material"
"1212",123,"tomato","food",1,"both","rightpredicate1","bad",0.83,"quality"
"1213",123,"watermelon","food",1,"both","rightpredicate1","rotten",0.1,"age"
"1214",123,"couch","furniture",1,"both","rightpredicate1","small",0.22,"size"
"1215",123,"chair","furniture",1,"both","rightpredicate1","old",0.91,"age"
"1216",123,"box","furniture",1,"both","rightpredicate1","green",0.83,"color"
