"","workerid","firstutterance","predicate","noun","response","nounclass","slide_number","class","language"
"351",13,"is not","rotten","couch",0.85,"furniture",15,"age","english"
"352",13,"is","square","desk",0.1,"furniture",16,"shape","english"
"353",13,"is not","fresh","banana",0.69,"food",17,"age","english"
"354",13,"is not","wooden","couch",0.21,"furniture",18,"material","english"
"355",13,"is not","tiny","desk",0.92,"furniture",19,"size","english"
"356",13,"is","red","apple",0.11,"food",20,"color","english"
"357",13,"is not","short","tomato",0.92,"food",21,"size","english"
"358",13,"is","long","carrot",1,"food",22,"size","english"
"359",13,"is not","bad","tomato",0.62,"food",23,"quality","english"
"360",13,"is not","brown","desk",0.09,"furniture",24,"color","english"
"361",13,"is not","small","tomato",1,"food",25,"size","english"
"362",13,"is not","metal","tomato",0.1,"food",26,"material","english"
"363",13,"is not","blue","cheese",0.09,"food",27,"color","english"
"364",13,"is not","new","fan",0.84,"furniture",28,"age","english"
"365",14,"is not","fresh","fan",0.98,"furniture",3,"age","English"
"366",14,"is","plastic","couch",0.03,"furniture",4,"material","English"
"367",14,"is not","good","banana",0.97,"food",5,"quality","English"
"368",14,"is","rotten","TV",0.05,"furniture",6,"age","English"
"369",14,"is","green","tomato",0.02,"food",7,"color","English"
"370",14,"is not","tiny","apple",0.57,"food",8,"size","English"
"371",14,"is","red","carrot",0.33,"food",9,"color","English"
"372",14,"is","long","chair",0.78,"furniture",10,"size","English"
"373",14,"is","yellow","chair",0.5,"furniture",11,"color","English"
"374",14,"is not","small","carrot",0.75,"food",12,"size","English"
"375",14,"is","smooth","fan",0.39,"furniture",13,"texture","English"
"376",14,"is not","brown","chair",0.62,"furniture",14,"color","English"
"377",14,"is not","bad","banana",0.36,"food",15,"quality","English"
"378",14,"is","blue","fan",0.66,"furniture",16,"color","English"
"379",14,"is","soft","fan",0.57,"furniture",17,"texture","English"
"380",14,"is not","purple","cheese",0.58,"food",18,"color","English"
"381",14,"is not","wooden","banana",0.01,"food",19,"material","English"
"382",14,"is","big","couch",0.6,"furniture",20,"size","English"
"383",14,"is not","square","TV",0.04,"furniture",21,"shape","English"
"384",14,"is not","short","apple",0.72,"food",22,"size","English"
"385",14,"is","old","desk",0.66,"furniture",23,"age","English"
"386",14,"is not","metal","tomato",0.04,"food",24,"material","English"
"387",14,"is not","hard","cheese",0.37,"food",25,"texture","English"
"388",14,"is","new","cheese",0.42,"food",26,"age","English"
"389",14,"is not","huge","couch",0.64,"furniture",27,"size","English"
"390",14,"is not","round","TV",0.03,"furniture",28,"shape","English"
"391",15,"is not","long","fan",0.91,"furniture",3,"size","English"
"392",15,"is not","smooth","apple",0.15,"food",4,"texture","English"
"393",15,"is not","old","TV",0.64,"furniture",5,"age","English"
"394",15,"is","brown","fan",0.27,"furniture",6,"color","English"
"395",15,"is","tiny","banana",0.48,"food",7,"size","English"
"396",15,"is not","rotten","tomato",0.14,"food",8,"age","English"
"397",15,"is","square","banana",0.14,"food",9,"shape","English"
"398",15,"is","purple","chair",0.41,"furniture",10,"color","English"
"399",15,"is","metal","banana",0.01,"food",11,"material","English"
"400",15,"is not","hard","couch",0.35,"furniture",12,"texture","English"
"401",15,"is","yellow","TV",0.12,"furniture",13,"color","English"
"402",15,"is","huge","tomato",0.63,"food",14,"size","English"
"403",15,"is not","fresh","carrot",0.39,"food",15,"age","English"
"404",15,"is not","red","banana",0.17,"food",16,"color","English"
"405",15,"is not","plastic","chair",0.06,"furniture",17,"material","English"
"406",15,"is","wooden","desk",0.11,"furniture",18,"material","English"
"407",15,"is not","round","fan",0.09,"furniture",19,"shape","English"
"408",15,"is not","big","banana",0.61,"food",20,"size","English"
"409",15,"is","blue","fan",0.4,"furniture",21,"color","English"
"410",15,"is not","short","fan",0.36,"furniture",22,"size","English"
"411",15,"is not","new","chair",0.64,"furniture",23,"age","English"
"412",15,"is","soft","banana",0.18,"food",24,"texture","English"
"413",15,"is","bad","chair",0.86,"furniture",25,"quality","English"
"414",15,"is","small","cheese",0.77,"food",26,"size","English"
"415",15,"is","good","banana",0.72,"food",27,"quality","English"
"416",15,"is","green","chair",0.47,"furniture",28,"color","English"
"417",16,"is","yellow","apple",0.11,"food",3,"color","English"
"418",16,"is not","hard","banana",0.88,"food",4,"texture","English"
"419",16,"is not","blue","desk",0.16,"furniture",5,"color","English"
"420",16,"is not","bad","desk",1,"furniture",6,"quality","English"
"421",16,"is not","smooth","couch",0.91,"furniture",7,"texture","English"
"422",16,"is","good","desk",0.94,"furniture",8,"quality","English"
"423",16,"is","long","banana",1,"food",9,"size","English"
"424",16,"is","old","carrot",0.19,"food",10,"age","English"
"425",16,"is not","huge","carrot",0.86,"food",11,"size","English"
"426",16,"is not","metal","chair",0,"furniture",12,"material","English"
"427",16,"is","brown","desk",0.18,"furniture",13,"color","English"
"428",16,"is not","green","TV",0.22,"furniture",14,"color","English"
"429",16,"is","new","cheese",0.17,"food",15,"age","English"
"430",16,"is not","big","tomato",0.85,"food",16,"size","English"
"431",16,"is not","small","banana",0.81,"food",17,"size","English"
"432",16,"is","plastic","apple",0,"food",18,"material","English"
"433",16,"is","soft","desk",0.17,"furniture",19,"texture","English"
"434",16,"is","rotten","couch",0.84,"furniture",20,"age","English"
"435",16,"is","tiny","TV",0.75,"furniture",21,"size","English"
"436",16,"is","short","TV",0.8,"furniture",22,"size","English"
"437",16,"is not","red","fan",0.29,"furniture",23,"color","English"
"438",16,"is not","wooden","TV",0,"furniture",24,"material","English"
"439",16,"is","square","apple",0,"food",25,"shape","English"
"440",16,"is","purple","couch",0.16,"furniture",26,"color","English"
"441",16,"is not","round","tomato",0,"food",27,"shape","English"
"442",16,"is not","fresh","banana",0.71,"food",28,"age","English"
"443",17,"is not","short","TV",0.68,"furniture",3,"size","ENGLISH"
"444",17,"is","smooth","chair",0.69,"furniture",4,"texture","ENGLISH"
"445",17,"is not","soft","chair",0.78,"furniture",5,"texture","ENGLISH"
"446",17,"is","brown","fan",0.67,"furniture",6,"color","ENGLISH"
"447",17,"is","square","fan",0,"furniture",7,"shape","ENGLISH"
"448",17,"is not","metal","tomato",0,"food",8,"material","ENGLISH"
"449",17,"is","green","desk",0.74,"furniture",9,"color","ENGLISH"
"450",17,"is","rotten","carrot",0.77,"food",10,"age","ENGLISH"
"451",17,"is not","hard","apple",0.73,"food",11,"texture","ENGLISH"
"452",17,"is","purple","tomato",0.56,"food",12,"color","ENGLISH"
"453",17,"is not","plastic","TV",0.67,"furniture",13,"material","ENGLISH"
"454",17,"is not","yellow","tomato",0.74,"food",14,"color","ENGLISH"
"455",17,"is","big","fan",0.78,"furniture",15,"size","ENGLISH"
"456",17,"is not","bad","desk",1,"furniture",16,"quality","ENGLISH"
"457",17,"is","fresh","tomato",0.73,"food",17,"age","ENGLISH"
"458",17,"is not","long","tomato",0.77,"food",18,"size","ENGLISH"
"459",17,"is","good","tomato",1,"food",19,"quality","ENGLISH"
"460",17,"is","small","carrot",0.73,"food",20,"size","ENGLISH"
"461",17,"is not","red","apple",0.72,"food",21,"color","ENGLISH"
"462",17,"is","round","couch",0.57,"furniture",22,"shape","ENGLISH"
"463",17,"is not","new","banana",0.74,"food",23,"age","ENGLISH"
"464",17,"is not","blue","apple",0.74,"food",24,"color","ENGLISH"
"465",17,"is","huge","couch",0.76,"furniture",25,"size","ENGLISH"
"466",17,"is not","tiny","tomato",0.8,"food",26,"size","ENGLISH"
"467",17,"is","old","carrot",0.73,"food",27,"age","ENGLISH"
"468",17,"is not","wooden","fan",0.71,"furniture",28,"material","ENGLISH"
"469",18,"is not","new","carrot",0.09,"food",3,"age","English"
"470",18,"is not","metal","couch",0.04,"furniture",4,"material","English"
"471",18,"is not","bad","TV",1,"furniture",5,"quality","English"
"472",18,"is not","good","carrot",1,"food",6,"quality","English"
"473",18,"is not","purple","tomato",0.44,"food",7,"color","English"
"474",18,"is not","plastic","apple",0,"food",8,"material","English"
"475",18,"is not","small","banana",1,"food",9,"size","English"
"476",18,"is","tiny","tomato",1,"food",10,"size","English"
"477",18,"is","soft","fan",0.35,"furniture",11,"texture","English"
"478",18,"is","green","cheese",0.85,"food",12,"color","English"
"479",18,"is not","brown","desk",0.64,"furniture",13,"color","English"
"480",18,"is not","rotten","couch",0.39,"furniture",14,"age","English"
"481",18,"is","square","tomato",0.04,"food",15,"shape","English"
"482",18,"is not","short","fan",0.3,"furniture",16,"size","English"
"483",18,"is not","smooth","cheese",0.9,"food",17,"texture","English"
"484",18,"is not","yellow","banana",0.24,"food",18,"color","English"
"485",18,"is not","wooden","chair",0,"furniture",19,"material","English"
"486",18,"is","long","TV",0.9,"furniture",20,"size","English"
"487",18,"is not","old","tomato",0.8,"food",21,"age","English"
"488",18,"is","huge","TV",1,"furniture",22,"size","English"
"489",18,"is","hard","tomato",0.93,"food",23,"texture","English"
"490",18,"is not","round","desk",0.14,"furniture",24,"shape","English"
"491",18,"is not","fresh","couch",0.54,"furniture",25,"age","English"
"492",18,"is not","big","couch",1,"furniture",26,"size","English"
"493",18,"is not","blue","desk",0.21,"furniture",27,"color","English"
"494",18,"is","red","tomato",0.26,"food",28,"color","English"
"495",19,"is not","blue","tomato",0.03,"food",3,"color","English"
"496",19,"is","good","tomato",1,"food",4,"quality","English"
"497",19,"is","soft","banana",0.86,"food",5,"texture","English"
"498",19,"is","bad","couch",1,"furniture",6,"quality","English"
"499",19,"is not","square","carrot",0.04,"food",7,"shape","English"
"500",19,"is","small","carrot",1,"food",8,"size","English"
"501",19,"is not","old","TV",1,"furniture",9,"age","English"
"502",19,"is","red","apple",0.19,"food",10,"color","English"
"503",19,"is","smooth","TV",0.79,"furniture",11,"texture","English"
"504",19,"is not","yellow","chair",0.14,"furniture",12,"color","English"
"505",19,"is not","round","desk",0.06,"furniture",13,"shape","English"
"506",19,"is","green","apple",0.06,"food",14,"color","English"
"507",19,"is","brown","desk",0.09,"furniture",15,"color","English"
"508",19,"is not","fresh","carrot",0.87,"food",16,"age","English"
"509",19,"is not","wooden","tomato",0,"food",17,"material","English"
"510",19,"is","long","couch",1,"furniture",18,"size","English"
"511",19,"is","plastic","couch",0,"furniture",19,"material","English"
"512",19,"is","tiny","desk",1,"furniture",20,"size","English"
"513",19,"is","metal","TV",0,"furniture",21,"material","English"
"514",19,"is","purple","desk",0.08,"furniture",22,"color","English"
"515",19,"is not","rotten","couch",0.92,"furniture",23,"age","English"
"516",19,"is","hard","couch",1,"furniture",24,"texture","English"
"517",19,"is not","short","desk",1,"furniture",25,"size","English"
"518",19,"is not","new","banana",0.04,"food",26,"age","English"
"519",19,"is not","big","banana",0.94,"food",27,"size","English"
"520",19,"is","huge","banana",0.94,"food",28,"size","English"
"521",20,"is","huge","TV",1,"furniture",3,"size","English"
"522",20,"is not","brown","chair",0,"furniture",4,"color","English"
"523",20,"is not","yellow","chair",0,"furniture",5,"color","English"
"524",20,"is","small","desk",1,"furniture",6,"size","English"
"525",20,"is not","blue","TV",0,"furniture",7,"color","English"
"526",20,"is not","round","chair",0,"furniture",8,"shape","English"
"527",20,"is not","plastic","chair",0.58,"furniture",9,"material","English"
"528",20,"is not","short","couch",1,"furniture",10,"size","English"
"529",20,"is not","tiny","apple",1,"food",11,"size","English"
"530",20,"is","soft","chair",0.58,"furniture",12,"texture","English"
"531",20,"is","new","carrot",0,"food",13,"age","English"
"532",20,"is","fresh","apple",0,"food",14,"age","English"
"533",20,"is","wooden","banana",0.04,"food",15,"material","English"
"534",20,"is","red","chair",0,"furniture",16,"color","English"
"535",20,"is not","hard","banana",0,"food",17,"texture","English"
"536",20,"is","square","cheese",0,"food",18,"shape","English"
"537",20,"is","old","apple",0.43,"food",19,"age","English"
"538",20,"is not","bad","tomato",0,"food",20,"quality","English"
"539",20,"is","good","banana",0.01,"food",21,"quality","English"
"540",20,"is","long","carrot",1,"food",22,"size","English"
"541",20,"is","rotten","banana",0,"food",23,"age","English"
"542",20,"is not","big","carrot",0.94,"food",24,"size","English"
"543",20,"is not","smooth","TV",0.58,"furniture",25,"texture","English"
"544",20,"is","metal","banana",0,"food",26,"material","English"
"545",20,"is not","purple","desk",0.01,"furniture",27,"color","English"
"546",20,"is","green","tomato",0.14,"food",28,"color","English"
"547",21,"is not","plastic","fan",0.01,"furniture",3,"material","english"
"548",21,"is not","purple","desk",0.02,"furniture",4,"color","english"
"549",21,"is not","blue","banana",0.01,"food",5,"color","english"
"550",21,"is","old","couch",0.03,"furniture",6,"age","english"
"551",21,"is","smooth","carrot",0.01,"food",7,"texture","english"
"552",21,"is not","metal","banana",0.01,"food",8,"material","english"
"553",21,"is not","tiny","carrot",1,"food",9,"size","english"
"554",21,"is not","small","couch",0.97,"furniture",10,"size","english"
"555",21,"is","huge","apple",0.97,"food",11,"size","english"
"556",21,"is not","round","chair",0.02,"furniture",12,"shape","english"
"557",21,"is","soft","tomato",0.98,"food",13,"texture","english"
"558",21,"is","red","desk",0.02,"furniture",14,"color","english"
"559",21,"is","wooden","desk",0.03,"furniture",15,"material","english"
"560",21,"is","hard","desk",0.96,"furniture",16,"texture","english"
"561",21,"is","yellow","chair",0.02,"furniture",17,"color","english"
"562",21,"is not","long","tomato",0.96,"food",18,"size","english"
"563",21,"is not","big","tomato",0.99,"food",19,"size","english"
"564",21,"is","square","couch",0.03,"furniture",20,"shape","english"
"565",21,"is not","short","TV",0.97,"furniture",21,"size","english"
"566",21,"is","fresh","tomato",0.98,"food",22,"age","english"
"567",21,"is not","bad","tomato",0.96,"food",23,"quality","english"
"568",21,"is","green","banana",0.02,"food",24,"color","english"
"569",21,"is","new","chair",0.98,"furniture",25,"age","english"
"570",21,"is","rotten","desk",0.98,"furniture",26,"age","english"
"571",21,"is","brown","carrot",0.03,"food",27,"color","english"
"572",21,"is not","good","tomato",0.97,"food",28,"quality","english"
"573",22,"is","fresh","chair",0.62,"furniture",3,"age","English"
"574",22,"is not","plastic","desk",0,"furniture",4,"material","English"
"575",22,"is","round","tomato",0.3,"food",5,"shape","English"
"576",22,"is not","purple","couch",0.36,"furniture",6,"color","English"
"577",22,"is not","smooth","cheese",0.57,"food",7,"texture","English"
"578",22,"is","brown","chair",0.39,"furniture",8,"color","English"
"579",22,"is","good","chair",0.96,"furniture",9,"quality","English"
"580",22,"is not","wooden","TV",0,"furniture",10,"material","English"
"581",22,"is not","rotten","desk",0,"furniture",11,"age","English"
"582",22,"is not","long","banana",1,"food",12,"size","English"
"583",22,"is not","small","carrot",1,"food",13,"size","English"
"584",22,"is not","new","couch",0.17,"furniture",14,"age","English"
"585",22,"is not","green","cheese",0.35,"food",15,"color","English"
"586",22,"is","red","cheese",0.26,"food",16,"color","English"
"587",22,"is","old","TV",0.75,"furniture",17,"age","English"
"588",22,"is","blue","carrot",0.21,"food",18,"color","English"
"589",22,"is","metal","TV",0,"furniture",19,"material","English"
"590",22,"is not","bad","cheese",0.58,"food",20,"quality","English"
"591",22,"is","tiny","couch",1,"furniture",21,"size","English"
"592",22,"is not","big","cheese",0.98,"food",22,"size","English"
"593",22,"is not","huge","couch",0.98,"furniture",23,"size","English"
"594",22,"is not","yellow","desk",0.28,"furniture",24,"color","English"
"595",22,"is not","soft","fan",0.26,"furniture",25,"texture","English"
"596",22,"is","square","couch",0,"furniture",26,"shape","English"
"597",22,"is","short","tomato",0.78,"food",27,"size","English"
"598",22,"is","hard","cheese",0.74,"food",28,"texture","English"
"599",23,"is","soft","fan",0,"furniture",3,"texture","english"
"600",23,"is not","fresh","cheese",0.41,"food",4,"age","english"
"601",23,"is not","small","TV",1,"furniture",5,"size","english"
"602",23,"is not","metal","couch",0,"furniture",6,"material","english"
"603",23,"is","red","chair",0,"furniture",7,"color","english"
"604",23,"is not","long","carrot",0.54,"food",8,"size","english"
"605",23,"is","hard","desk",0.42,"furniture",9,"texture","english"
"606",23,"is not","good","apple",0.64,"food",10,"quality","english"
"607",23,"is","rotten","chair",0.24,"furniture",11,"age","english"
"608",23,"is","bad","couch",1,"furniture",12,"quality","english"
"609",23,"is","huge","banana",0.15,"food",13,"size","english"
"610",23,"is","new","desk",0.71,"furniture",14,"age","english"
"611",23,"is","brown","banana",0,"food",15,"color","english"
"612",23,"is not","green","banana",0,"food",16,"color","english"
"613",23,"is","round","desk",0.14,"furniture",17,"shape","english"
"614",23,"is not","big","TV",1,"furniture",18,"size","english"
"615",23,"is","wooden","desk",0.39,"furniture",19,"material","english"
"616",23,"is not","smooth","couch",0.57,"furniture",20,"texture","english"
"617",23,"is","purple","chair",0.32,"furniture",21,"color","english"
"618",23,"is not","short","fan",0.62,"furniture",22,"size","english"
"619",23,"is not","blue","apple",0.45,"food",23,"color","english"
"620",23,"is","old","apple",0.66,"food",24,"age","english"
"621",23,"is not","square","cheese",0.25,"food",25,"shape","english"
"622",23,"is not","tiny","couch",0.51,"furniture",26,"size","english"
"623",23,"is not","plastic","carrot",0.72,"food",27,"material","english"
"624",23,"is not","yellow","tomato",0.39,"food",28,"color","english"
"625",24,"is not","square","TV",0,"furniture",3,"shape","english"
"626",24,"is","plastic","chair",0,"furniture",4,"material","english"
"627",24,"is not","long","fan",1,"furniture",5,"size","english"
"628",24,"is not","brown","couch",0.49,"furniture",6,"color","english"
"629",24,"is","rotten","TV",1,"furniture",7,"age","english"
"630",24,"is not","round","TV",0,"furniture",8,"shape","english"
"631",24,"is","short","carrot",1,"food",9,"size","english"
"632",24,"is not","good","fan",1,"furniture",10,"quality","english"
"633",24,"is","wooden","TV",0,"furniture",11,"material","english"
"634",24,"is not","new","fan",0.29,"furniture",12,"age","english"
"635",24,"is not","smooth","carrot",0.88,"food",13,"texture","english"
"636",24,"is not","metal","fan",0,"furniture",14,"material","english"
"637",24,"is","blue","chair",0.52,"furniture",15,"color","english"
"638",24,"is","bad","banana",0.63,"food",16,"quality","english"
"639",24,"is","tiny","fan",1,"furniture",17,"size","english"
"640",24,"is not","huge","apple",1,"food",18,"size","english"
"641",24,"is not","green","banana",0.5,"food",19,"color","english"
"642",24,"is","yellow","cheese",0.53,"food",20,"color","english"
"643",24,"is","hard","desk",0.79,"furniture",21,"texture","english"
"644",24,"is not","fresh","couch",1,"furniture",22,"age","english"
"645",24,"is","purple","banana",0.44,"food",23,"color","english"
"646",24,"is not","old","cheese",0.77,"food",24,"age","english"
"647",24,"is not","soft","TV",0.76,"furniture",25,"texture","english"
"648",24,"is","big","banana",1,"food",26,"size","english"
"649",24,"is","red","cheese",0.55,"food",27,"color","english"
"650",24,"is","small","desk",1,"furniture",28,"size","english"
"651",25,"is","tiny","cheese",0.95,"food",3,"size","english"
"652",25,"is not","old","banana",0.06,"food",4,"age","english"
"653",25,"is not","good","desk",0.96,"furniture",5,"quality","english"
"654",25,"is not","small","TV",0.96,"furniture",6,"size","english"
"655",25,"is","soft","apple",0.11,"food",7,"texture","english"
"656",25,"is not","blue","couch",0.06,"furniture",8,"color","english"
"657",25,"is","new","fan",0.01,"furniture",9,"age","english"
"658",25,"is","big","tomato",0.97,"food",10,"size","english"
"659",25,"is","yellow","TV",0.01,"furniture",11,"color","english"
"660",25,"is","purple","tomato",0.03,"food",12,"color","english"
"661",25,"is","square","apple",0.03,"food",13,"shape","english"
"662",25,"is not","long","banana",0.93,"food",14,"size","english"
"663",25,"is","wooden","TV",0.06,"furniture",15,"material","english"
"664",25,"is","red","chair",0.04,"furniture",16,"color","english"
"665",25,"is","short","apple",0.98,"food",17,"size","english"
"666",25,"is","bad","apple",0.03,"food",18,"quality","english"
"667",25,"is","metal","fan",0.02,"furniture",19,"material","english"
"668",25,"is","huge","desk",0.95,"furniture",20,"size","english"
"669",25,"is not","green","desk",0.03,"furniture",21,"color","english"
"670",25,"is not","hard","banana",0.06,"food",22,"texture","english"
"671",25,"is","brown","banana",0.05,"food",23,"color","english"
"672",25,"is","rotten","desk",0.04,"furniture",24,"age","english"
"673",25,"is not","plastic","carrot",0.05,"food",25,"material","english"
"674",25,"is not","smooth","couch",0.97,"furniture",26,"texture","english"
"675",25,"is","round","banana",0.05,"food",27,"shape","english"
"676",25,"is not","fresh","tomato",0.96,"food",28,"age","english"
"677",26,"is not","red","desk",0.01,"furniture",3,"color","english"
"678",26,"is","yellow","apple",0,"food",4,"color","english"
"679",26,"is","green","desk",0.02,"furniture",5,"color","english"
"680",26,"is","brown","carrot",0.1,"food",6,"color","english"
"681",26,"is not","huge","cheese",0.86,"food",7,"size","english"
"682",26,"is","old","chair",0.86,"furniture",8,"age","english"
"683",26,"is","long","banana",0.77,"food",9,"size","english"
"684",26,"is","fresh","TV",0.93,"furniture",10,"age","english"
"685",26,"is not","soft","carrot",0.62,"food",11,"texture","english"
"686",26,"is not","bad","carrot",0.86,"food",12,"quality","english"
"687",26,"is","small","cheese",0.86,"food",13,"size","english"
"688",26,"is not","rotten","tomato",0.44,"food",14,"age","english"
"689",26,"is not","metal","cheese",0.05,"food",15,"material","english"
"690",26,"is not","hard","fan",0.45,"furniture",16,"texture","english"
"691",26,"is","big","cheese",0.93,"food",17,"size","english"
"692",26,"is","new","TV",1,"furniture",18,"age","english"
"693",26,"is","smooth","cheese",0.73,"food",19,"texture","english"
"694",26,"is","purple","desk",0,"furniture",20,"color","english"
"695",26,"is","round","banana",0.5,"food",21,"shape","english"
